formulaRank,molecularFormula,adduct.x,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality,target_Compound,adduct.y,MetaboAnnotation_status
1,C11H20O7,[M + Na]+,C11H20NaO7+,Fatty acids,0.872,Fatty Acids and Conjugates,0.429,Dicarboxylic acids,0.426,Lipids and lipid-like molecules,0.593,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.593,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,287.111,72,1.198,801747155457072500,801746885192874e3,3075,NA,NA,NA,FALSE
1,C11H20O7,[M + H3N + H]+,C11H24NO7+,Carbohydrates,0.796,Saccharides,0.851,Disaccharides,0.826,Lipids and lipid-like molecules,0.563,Fatty Acyls,0.554,Fatty acyl glycosides,0.623,Alkyl glycosides,0.596,Alkyl glycosides,0.596,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,282.155,72,1.2,801747155855531900,801746885239011300,3080,NA,NA,NA,FALSE
1,C10H13N5O4,[M + H]+,C10H14N5O4+,Carbohydrates,1,Nucleosides,1,Purine nucleosides,0.999,"Nucleosides, nucleotides, and analogues",0.994,Purine nucleosides,0.979,NA,NA,NA,NA,Purine nucleosides,0.979,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",268.105,73,1.217,801747159085148400,801746885310314500,3039,NA,NA,NA,FALSE
1,C11H11FO2,[M + H]+,C11H12FO2+,Shikimates and Phenylpropanoids,0.331,Phenylpropanoids (C6-C3),0.279,Halogenated fatty acids,0.237,Benzenoids,0.877,Benzene and substituted derivatives,0.785,Halobenzenes,0.562,Fluorobenzenes,0.623,Fluorobenzenes,0.623,Organic compounds; Halobenzenes; Organohalogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,195.08,74,1.232,801747156811834e3,801746885343868900,3118,NA,NA,NA,FALSE
1,C5H6O2,[M + H3N + H]+,C5H10NO2+,Fatty acids,0.971,Fatty esters,0.646,Wax monoesters,0.473,Lipids and lipid-like molecules,0.53,Fatty Acyls,0.556,NA,NA,NA,NA,Fatty Acyls,0.556,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,116.071,75,1.245,801747156086218900,801746885377423400,3119,NA,Proline,[M+H]+,TRUE
1,C10H17NO2,[M + H]+,C10H18NO2+,Amino acids and Peptides,0.886,Small peptides,0.904,Aminoacids,0.871,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.99,Amino acids and derivatives,0.99,Amino acids and derivatives,0.99,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Dialkylamines; Amines; Secondary amines; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",184.134,76,1.267,801747158430836200,801746885410977900,3173,NA,NA,NA,FALSE
1,C8H13NO3,[M + H]+,C8H14NO3+,Amino acids and Peptides,0.672,Small peptides,0.47,Aminoacids,0.46,Organic acids and derivatives,0.932,Carboxylic acids and derivatives,0.93,"Amino acids, peptides, and analogues",0.635,Amino acids and derivatives,0.635,Amino acids and derivatives,0.635,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",172.097,81,1.342,801747157982045300,801746885436143700,3210,NA,NA,NA,FALSE
1,C4H10ClN3O,[M + H]+,C4H11ClN3O+,Alkaloids,0.473,Ornithine alkaloids,0.202,Polyamines,0.189,Organic nitrogen compounds,1,Organonitrogen compounds,0.999,Hydrazines and derivatives,0.622,Semicarbazides,0.737,Semicarbazides,0.737,Organic compounds; Hydrazines and derivatives; Semicarbazides; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Organic nitroso compounds; Organic N-nitroso compounds; Chemical entities,152.057,83,1.377,801747153468970400,801746885469698200,3251,NA,NA,NA,FALSE
1,C8H11NO6S,[M + H]+,C8H12NO6S+,Amino acids and Peptides,0.973,β-lactams,0.984,Penicillins,0.673,Organic acids and derivatives,1,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.992,Amino acids and derivatives,0.991,Alpha amino acids and derivatives,0.992,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Azetidines; Lactams; Beta lactams; Penams; Thiazolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Tertiary carboxylic acid amides; Thiohemiaminal derivatives; Carbonyl compounds; Dialkylthioethers; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",250.039,83,1.381,801747177032596400,801746885503252600,3300,NA,NA,NA,FALSE
1,C13H18N2O3,[M + H]+,C13H19N2O3+,Alkaloids,0.96,Ornithine alkaloids,0.993,Polyamines,0.999,Organic acids and derivatives,1,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.779,Amino acids and derivatives,0.775,Amino acids and derivatives,0.775,"Organic compounds; Amino acids, peptides, and analogues; Styrenes; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Benzenediols; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Cinnamic acid amides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities",251.139,83,1.384,801747157768135600,801746885532612700,3322,NA,N-Caffeoylputrescine,[M+H]+,TRUE
1,C8H6,[M + H]+,C8H7+,Terpenoids,0.151,Phenylpropanoids (C6-C3),0.373,Cinnamic acids and derivatives,0.338,Benzenoids,0.919,Benzene and substituted derivatives,0.601,NA,NA,NA,NA,Benzene and substituted derivatives,0.601,Organic compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbons; Olefins; Cyclic olefins; Unsaturated hydrocarbons; Aromatic hydrocarbons; Chemical entities,103.054,84,1.393,801747153502524900,801746885629081700,3275,NA,NA,NA,FALSE
1,C9H11NO2,[M + H]+,C9H12NO2+,Amino acids and Peptides,1,Small peptides,1,Aminoacids,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.996,Amino acids and derivatives,0.995,Phenylalanine and derivatives,0.898,"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",166.087,85,1.418,80174716881175e4,801746885746522200,3297,NA,N-(1-Deoxy-1-fructosyl)phenylalanine,[M+H-Hexose-H2O]+,TRUE
1,C9H11NO2,[M + H]+,C9H12NO2+,Amino acids and Peptides,1,Small peptides,1,Aminoacids,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.996,Amino acids and derivatives,0.995,Phenylalanine and derivatives,0.898,"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",166.087,85,1.418,80174716881175e4,801746885746522200,3297,NA,N-(1-Deoxy-1-fructosyl)phenylalanine,[M+H-Hexose-H2O]+,TRUE
1,C8H6,[M + H3N + H]+,C8H10N+,Shikimates and Phenylpropanoids,0.487,Phenylpropanoids (C6-C3),0.597,Cinnamic acids and derivatives,0.545,Benzenoids,0.975,Benzene and substituted derivatives,0.758,NA,NA,NA,NA,Benzene and substituted derivatives,0.758,Organic compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbons; Unsaturated hydrocarbons; Aromatic hydrocarbons; Chemical entities,120.081,85,1.422,801747153578022400,801746885822019700,3276,NA,NA,NA,FALSE
1,C15H21NO7,[M + H]+,C15H22NO7+,Amino acids and Peptides,0.283,Small peptides,0.073,Aminoacids,0.037,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.997,"Amino acids, peptides, and analogues",0.994,Amino acids and derivatives,0.993,Phenylalanine and derivatives,0.903,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; C-glycosyl compounds; Dialkylamines; Benzene and substituted derivatives; Polyols; Alpha amino acids; Benzenoids; Amines; Secondary amines; Phenylpropanoic acids; Aralkylamines; Organic oxides; Oxacyclic compounds; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",328.14,85,1.423,801747160066616300,801746885855574100,3370,NA,N-(1-Deoxy-1-fructosyl)phenylalanine,[M+H]+,TRUE
1,C15H21NO7,[M + H]+,C15H22NO7+,Amino acids and Peptides,0.283,Small peptides,0.073,Aminoacids,0.037,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.997,"Amino acids, peptides, and analogues",0.994,Amino acids and derivatives,0.993,Phenylalanine and derivatives,0.903,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; C-glycosyl compounds; Dialkylamines; Benzene and substituted derivatives; Polyols; Alpha amino acids; Benzenoids; Amines; Secondary amines; Phenylpropanoic acids; Aralkylamines; Organic oxides; Oxacyclic compounds; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",328.14,85,1.423,801747160066616300,801746885855574100,3370,NA,N-(1-Deoxy-1-fructosyl)phenylalanine,[M+H]+,TRUE
1,C11H15NO,[M + H]+,C11H16NO+,Alkaloids,0.991,Pseudoalkaloids (transamidation),0.998,Phenylalanine-derived alkaloids,1,Organic oxygen compounds,0.999,Organooxygen compounds,0.994,Carbonyl compounds,0.982,Ketones,0.984,Alkyl-phenylketones,0.994,Organic compounds; Ketones; Alpha-amino ketones; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Toluenes; Carbonyl compounds; Dialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Phenylpropanes; Aryl ketones; Aryl alkyl ketones; Organic oxides; Hydrocarbon derivatives; Phenylketones; Alkyl-phenylketones; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,178.123,86,1.43,801747159458441900,801746885893322900,3387,NA,NA,NA,FALSE
1,C15H22O9,[M + H3N + H]+,C15H26NO9+,Terpenoids,0.908,Monoterpenoids,0.958,Iridoids monoterpenoids,0.556,Lipids and lipid-like molecules,0.4,Prenol lipids,0.385,Terpene glycosides,0.469,Iridoid O-glycosides,0.603,Iridoid O-glycosides,0.603,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Iridoid O-glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,364.161,87,1.451,801747161324908700,801746885931071600,3408,NA,Aucubin,[M+NH4]+,TRUE
1,C15H22O9,[M + Na]+,C15H22NaO9+,Terpenoids,0.986,Monoterpenoids,0.994,Iridoids monoterpenoids,0.93,Lipids and lipid-like molecules,0.512,Prenol lipids,0.593,Terpene glycosides,0.709,Iridoid O-glycosides,0.88,Iridoid O-glycosides,0.88,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Monoterpenoids; Bicyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Iridoid O-glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,369.116,87,1.451,801747160158891e3,801746885964626e3,3409,NA,Aucubin,[M+Na]+,TRUE
1,C9H10O3,[M + H]+,C9H11O3+,Shikimates and Phenylpropanoids,0.746,Phenolic acids (C6-C1),0.469,Simple phenolic acids,0.548,Benzenoids,0.973,Phenols,0.7,1-hydroxy-2-unsubstituted benzenoids,0.678,NA,NA,1-hydroxy-2-unsubstituted benzenoids,0.678,Organic compounds; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Methyl esters; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities,167.071,87,1.454,801747162411234300,801746886002374800,3406,NA,NA,NA,FALSE
