formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C13H18O2,[M + H]+,C13H19O2+,Terpenoids,0.988,Apocarotenoids,0.804,Apocarotenoids(ε-),0.892,Lipids and lipid-like molecules,0.596,Prenol lipids,0.623,Sesquiterpenoids,0.522,,,Sesquiterpenoids,0.522,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities,207.138,154,2.574,801747172657931900,801746890645470087,5626,
1,C10H19NO3,[M + Na]+,C10H19NNaO3+,Alkaloids,0.645,Tyrosine alkaloids,0.761,Phenylethylamines,0.937,Organic acids and derivatives,0.725,Carboxylic acids and derivatives,0.720,"Amino acids, peptides, and analogues",0.618,Amino acids and derivatives,0.619,Amino acids and derivatives,0.619,"Organic compounds; Amino acids, peptides, and analogues; Phenethylamines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Dialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",224.128,155,2.578,801747171017957132,801746890670635916,5593,
1,C19H30O8,[M + H]+,C19H31O8+,Terpenoids,0.994,Apocarotenoids,0.996,Megastigmanes,0.993,Lipids and lipid-like molecules,0.954,Fatty Acyls,0.661,Fatty acyl glycosides,0.676,Alkyl glycosides,0.671,Alkyl glycosides,0.671,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Aldehydes; Alcohols and polyols; Ethers; Prenol lipids; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Sesquiterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Cyclic ketones; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities,387.202,155,2.579,801747184724959228,801746890699996049,5628,
1,C23H40O15,[M + H3N + H]+,C23H44NO15+,Carbohydrates,0.993,Saccharides,0.996,Polysaccharides,0.937,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,1.000,Oligosaccharides,0.970,Oligosaccharides,0.970,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Primary alcohols; Organooxygen compounds; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,574.273,155,2.586,801747176223094657,801746890725161878,5656,
1,C20H30O11,[M + H3N + H]+,C20H34NO11+,Shikimates and Phenylpropanoids,0.831,Phenylethanoids (C6-C2),0.746,Phenylethanoids,0.749,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.998,Disaccharides,0.932,Disaccharides,0.932,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,464.214,156,2.592,801747173190608991,801746890750327707,5667,
1,C18H33N3O5,[M + H]+,C18H34N3O5+,Amino acids and Peptides,0.888,Small peptides,0.794,Tripeptides,0.299,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.997,"Amino acids, peptides, and analogues",0.906,Amino acids and derivatives,0.894,N-acyl-alpha amino acids and derivatives,0.797,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",372.250,157,2.624,801747177426861348,801746890809047973,5724,
1,C10H19NO3,[M + H]+,C10H20NO3+,Amino acids and Peptides,0.886,Small peptides,0.940,Aminoacids,0.934,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.976,Amino acids and derivatives,0.976,Gamma amino acids and derivatives,0.502,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Gamma amino acids and derivatives; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",202.144,158,2.628,801747172427244875,801746890838408106,5768,
1,C19H34N4O6,[M + H3N + H]+,C19H38N5O6+,Alkaloids,0.316,Oligopeptides,0.163,Aminoacids,0.085,Organic oxygen compounds,1.000,Organooxygen compounds,0.997,Ethers,0.877,Dialkyl ethers,0.919,Dialkyl ethers,0.919,Organic compounds; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,432.282,158,2.635,801747173937196058,801746890867768239,5736,
1,C19H28N4O7,[M + H3N + H]+,C19H32N5O7+,Carbohydrates,0.627,Nucleosides,0.431,Cyanogenic glycosides,0.183,Organic oxygen compounds,1.000,Organooxygen compounds,0.999,Carbohydrates and carbohydrate conjugates,0.970,Glycosyl compounds,0.964,O-glycosyl compounds,0.801,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,442.229,159,2.650,801747181533090719,801746890926488505,5789,
1,C19H35N5O7,[M + H]+,C19H36N5O7+,Amino acids and Peptides,0.441,Oligopeptides,0.265,Aminoglycosides,0.152,Organic oxygen compounds,1.000,Organooxygen compounds,0.992,Ethers,0.538,,,Ethers,0.538,Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,446.261,159,2.656,801747178504798828,801746890951654334,5801,
1,C16H31NO6,[M + H]+,C16H32NO6+,Fatty acids,0.941,Fatty amides,0.275,N-acyl amines,0.249,Organic acids and derivatives,0.917,Carboxylic acids and derivatives,0.901,"Amino acids, peptides, and analogues",0.527,Amino acids and derivatives,0.527,Amino acids and derivatives,0.527,"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",334.223,160,2.662,801747176386672714,801746890981014467,5812,
1,C11H23NO4,[M + Na]+,C11H23NNaO4+,Amino acids and Peptides,0.655,Small peptides,0.400,N-acyl amines,0.208,Organic acids and derivatives,0.997,Carboxylic acids and derivatives,0.993,"Amino acids, peptides, and analogues",0.850,Amino acids and derivatives,0.848,Alpha amino acids and derivatives,0.559,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",256.154,160,2.666,801747176021767843,801746891010374600,5772,
1,C8H17NO3,[M + Na]+,C8H17NNaO3+,Amino acids and Peptides,0.787,Small peptides,0.535,Aminoacids,0.408,Organic acids and derivatives,0.954,Carboxylic acids and derivatives,0.940,"Amino acids, peptides, and analogues",0.513,Amino acids and derivatives,0.512,Amino acids and derivatives,0.512,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",198.112,161,2.681,801747176441198758,801746891060706258,5850,
1,C17H20O9,[M + H]+,C17H21O9+,Shikimates and Phenylpropanoids,0.990,Phenylpropanoids (C6-C3),0.999,Cinnamic acids and derivatives,0.999,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Alcohols and polyols,0.991,Cyclic alcohols and derivatives,0.991,Quinic acids and derivatives,0.993,"Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Alpha hydroxy acids and derivatives; Hydroxycinnamic acids and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cyclitols and derivatives; Quinic acids and derivatives; Cyclohexanols; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities",369.118,162,2.698,801747179092002269,801746891085872087,5881,
1,C10H8O3,[M + H]+,C10H9O3+,Shikimates and Phenylpropanoids,0.964,Phenylpropanoids (C6-C3),0.996,Cinnamic acids and derivatives,0.996,Phenylpropanoids and polyketides,0.914,Cinnamic acids and derivatives,0.762,Hydroxycinnamic acids and derivatives,0.793,Coumaric acids and derivatives,0.749,Coumaric acids and derivatives,0.749,"Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities",177.055,162,2.704,801747183542164875,801746891111037916,5874,
1,C7H9NO,[M + H]+,C7H10NO+,Alkaloids,0.993,Nicotinic acid alkaloids,0.906,Pyridine alkaloids,0.907,Organic oxygen compounds,0.998,Organooxygen compounds,0.996,Carbonyl compounds,0.905,Aldehydes,0.871,Aryl-aldehydes,0.782,Organic compounds; Organoheterocyclic compounds; Aldehydes; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Aryl-aldehydes; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,124.076,162,2.705,801747173035419602,801746891140398049,5900,
1,C8H17NO3,[M + H]+,C8H18NO3+,Fatty acids,0.913,Fatty Acids and Conjugates,0.590,Aminoacids,0.312,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.843,Amino acids and derivatives,0.840,Amino acids,0.883,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",176.129,163,2.710,801747177510747574,801746891165563878,5932,
1,C11H21NO4,[M + H]+,C11H22NO4+,Fatty acids,0.711,Small peptides,0.635,Aminoacids,0.655,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.972,Amino acids and derivatives,0.972,Amino acids,0.969,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",232.155,165,2.746,801747186855667645,801746891190729707,5973,
1,C21H41N5O7,[M + H]+,C21H42N5O7+,Amino acids and Peptides,0.671,Oligopeptides,0.676,Cyclic peptides,0.177,Organic acids and derivatives,0.778,Carboxylic acids and derivatives,0.590,Carboxylic acid derivatives,0.448,Carboxylic acid amides,0.561,Carboxylic acid amides,0.561,Organic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Carboxylic acid amides; Dialkyl ethers; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,476.308,166,2.770,801747181637948477,801746891215895536,6006,
1,C8H12O,[M + H]+,C8H13O+,Fatty acids,0.984,Fatty acyls,0.933,Fatty aldehydes,0.953,Organic oxygen compounds,0.995,Organooxygen compounds,0.991,Carbonyl compounds,0.874,Aldehydes,0.489,Medium-chain aldehydes,0.513,Organic compounds; Organooxygen compounds; Carbonyl compounds; Medium-chain aldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,125.097,167,2.791,801747175719777616,801746891245255669,6101,
