"Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14","Column15","Column16","Column17","Column18","Column19","Column20","Column21","Column22","Column23","Column24","Column25","Column26","Column27","Column28","Column29","Column30","Column31","Column32","Column33","Column34","Column35","Column36","Column37","Column38","Column39","Column40","Column41","Column42","Column43","Column44","Column45"
"6290",5.323,365.23212,"Unknown","[M+Li]+","adduct linked to 7358_[M+IsoProp+H]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.22","Orbi_P_E2_WS03C","365.23212:17469 366.23547:0 367.23883:0","",4744,3700,4384,8826,1674,2342,59711,65836,56397,"4278.517578125","60647.6432291667","2520.91121543961","4788.73672570394"
"6291",5.249,365.23276,"Unknown","[M+2ACN+H]+","adduct linked to 105_[M-C6H8O6+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.25","Orbi_P_E2_WS03A","365.23276:31079 366.23611:0 367.23947:0","",2975,3881,1583,1594,2168,1668,86248,80445,77916,"2311.54012044271","81536.203125","936.328244953775","4271.86405939271"
"6296",7.895,365.26892,"Unknown","[M+Li]+","adduct linked to 7746_[M+IsoProp+Na+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.36","Orbi_P_E2_WS03B","365.26892:48072 366.27227:12553 367.27563:0","",12613,1833,5487,2352,1975,3808,164883,170169,169215,"4677.84395345052","168088.927083333","4127.54039215591","2817.39786263672"
"6300",3.444,366.17673,"Unknown","[M+DMSO+H]+","adduct linked to 4386_[M+2H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.43","Orbi_P_E2_WS03B","366.17673:74654 367.18008:15609 368.18344:0","",8663,4694,7531,906,2107,10787,206596,211562,180782,"5781.1941426595","199646.625","3869.62098710427","16524.9661786881"
"6310",2.083,366.21295,"Unknown","[M+H-H2O]+","adduct linked to 7410_[M+K]+; adduct linked to 8079_[M+DMSO+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.86","Orbi_P_E2_WS03B","366.21295:53975 367.2163:14684 368.21966:0","",0,0,0,0,0,0,128985,148156,123751,"0","133630.6328125","0","12848.6094708926"
"6332",1.903,367.10059,"Unknown","[M+NH4]+","adduct linked to 7206_[M+IsoProp+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.58","Orbi_P_E2_WS03C","367.10028:117128 368.10363:18891 369.10699:0","85.02917:2842 96.86497:2669 130.06532:4714 144.08089:8211",0,0,0,0,0,0,394465,400995,357479,"0","384312.895833333","0","23467.2551126209"
"6333",2.128,367.13638,"Unknown","[M+2ACN+H]+","adduct linked to 4168_[M+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.78","Orbi_P_E2_WS03C","367.13638:62490 368.13973:6576 369.14309:0","109.78007:2482 229.09656:4443 243.11348:16060 287.10242:10332",0,0,0,0,0,0,181244,174034,175656,"0","176978.098958333","0","3782.1722486606"
"6334",1.827,367.15012,"Unknown","[M+DMSO+H]+","adduct linked to 4262_[M+NH4]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","37.17","Orbi_P_E2_WS03A","367.15048:480216 368.15383:77616 369.15719:20048","61.5756:2711 85.02896:3255 130.06494:4028 156.08118:4586 188.0708:27505 303.1333:3440",0,0,0,0,0,0,2163298,2377253,2350556,"0","2297035.83333333","0","116586.813199525"
"6336",2.302,367.15076,"Unknown","[M+H]+","adduct linked to 6810_[M+Na]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","83.02","Orbi_P_E2_WS03A","367.15063:1136194 368.15398:246996 369.15734:48427","132.00443:2505 229.09773:8604 243.11284:14809 287.10233:10694 299.10303:42975",0,0,0,0,0,0,3531518,3561066,3209488,"0","3434024","0","195014.294760826"
"6343",3.737,367.2099,"Unknown","[M+Na]+","adduct linked to 6195_[M+NH4]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.5","Orbi_P_E2_WS03A","367.2099:253000 368.21325:52826 369.21661:0","220.35175:2512",2266,9477,11617,14735,8406,8379,1188361,733718,968438,"9146.65987141927","963505.875","4145.50915068439","227361.784784056"
"6346",8.786,367.26419,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.18","Orbi_P_E2_WS03A","367.26419:59595 368.26754:20626 369.2709:0","",0,2748,2326,0,0,2232,194404,166373,128181,"1217.59708658854","162985.997395833","1345.10650783112","33241.4104622667"
"6367",2.189,368.22806,"Unknown","[M+NH4]+","adduct linked to 6931_[M+2Na-H]+; similar chromatogram in higher mz_6791","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.44","Orbi_P_E2_WS03B","368.22806:17511 369.23141:6485 370.23477:0","",0,0,0,0,0,0,39823,47299,29596,"0","38906.0924479167","0","8887.13788134405"
"6380",1.839,369.08209,"Unknown","[M+Na]+","adduct linked to 5792_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.26","Orbi_P_E2_WS03C","369.08209:62940 370.08544:0 371.0888:0","",0,0,0,0,0,0,235396,197079,262178,"0","231551.364583333","0","32719.3601591281"
"6383",3.603,369.1156,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.33","Orbi_P_E2_WS03C","369.1156:23634 370.11895:0 371.12231:0","",0,0,0,0,0,0,96902,102173,118491,"0","105855.1015625","0","11256.0129936675"
"6384",0.91,369.116,"Unknown","[M+ACN+Na]+","adduct linked to 3732_[M+H-2H2O]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.85","Orbi_P_E2_WS03B","369.116:68441 370.11935:14479 371.12271:0","",0,0,0,0,0,0,230817,267062,235499,"0","244459.479166667","0","19714.1346223537"
"6385",1.449,369.11627,"Unknown","[M+2ACN+H]+","adduct linked to 4354_[M+Li]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","122.97","Orbi_P_E2_WS03A","369.11633:826251 370.11968:157808 371.12304:25565","61.42562:2346 89.09657:2616 203.05295:50772",0,0,0,0,0,0,3185070,3437310,3063871,"0","3228750.25","0","190512.889958757"
"6386",2.055,369.11652,"Unknown","[M+IsoProp+Na+H]+","adduct linked to 4630_[M+NH4]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.04","Orbi_P_E2_WS03C","369.11652:24296 370.11987:8044 371.12323:0","",0,0,0,0,0,0,59778,55735,81471,"0","65661.51171875","0","13839.8431824907"
"6388",3.892,369.11816,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.85","Orbi_P_E2_WS03C","369.11816:34838 370.12151:5179 371.12487:0","",0,0,0,0,0,0,101952,112671,103948,"0","106190.5859375","0","5700.39091173314"
"6389",2.308,369.11862,"Unknown","[M+H]+","adduct linked to 7132_[M+K]+; adduct linked to 7250_[M+2Na-H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","90.11","Orbi_P_E2_WS03A","369.11853:1565333 370.12188:359405 371.12524:46067","91.17694:2801 117.03425:3358 145.02856:64304",0,0,0,0,0,0,4709756,4856268,4761405,"0","4775809.5","0","74310.8025743902"
"6390",2.702,369.11868,"Unknown","[M+Na]+","adduct linked to 7142_[M+IsoProp+H]+; similar chromatogram in higher mz_9883","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17.72","Orbi_P_E2_WS03A","369.11877:333515 370.12212:77764 371.12548:14516","61.57808:2802 124.50606:2771",0,0,0,0,0,0,1044476,1081786,852090,"0","992783.8125","0","123264.235882828"
"6394",2.248,369.16629,"Unknown","[M+H]+","","0.111","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.34","Orbi_P_E2_WS03C","369.16629:149464 370.16964:46034 371.173:28597","117.03401:3286 175.03915:4185",0,0,0,0,0,0,376005,407100,371045,"0","384716.552083333","0","19542.7440043626"
"6395",2.118,369.1669,"Unknown","[M+H]+","","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11.53","Orbi_P_E2_WS03B","369.16699:201267 370.17034:53038 371.1737:17899","126.3615:2606",0,0,0,0,0,0,503151,500924,478941,"0","494338.645833333","0","13380.9797065668"
"6408",2.452,370.11392,"Unknown","[2M+NH4]+","adduct linked to 1540_[M+H]+; adduct linked to 5691_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","18.2","Orbi_P_E2_WS03B","370.11392:69273 371.11727:15625 372.12063:25681","",0,0,0,0,0,0,229981,233073,214045,"0","225699.796875","0","10210.9662798825"
"6409",0.557,370.17096,"Unknown","[M+ACN+H]+","adduct linked to 5770_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","129.81","Orbi_P_E2_WS03A","370.17096:654551 371.17431:102545 372.17767:0","",0,0,0,0,0,0,1340472,1304781,1260082,"0","1301778.5","0","40279.3506734142"
"6410",0.818,370.20779,"Unknown","[M+Li]+","adduct linked to 7045_[M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","21.74","Orbi_P_E2_WS03B","370.20779:112324 371.21114:30589 372.2145:0","",0,0,0,0,0,0,193961,230777,196628,"0","207122.171875","0","20528.6861999126"
"6431",2.174,371.16794,"Unknown","[M+IsoProp+H]+","adduct linked to 4836_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.13","Orbi_P_E2_WS03A","371.16794:71235 372.17129:0 373.17465:28697","",0,0,0,0,0,0,235310,234489,211615,"0","227138.052083333","0","13449.4083697453"
"6432",2.958,371.16837,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.89","Orbi_P_E2_WS03B","371.16837:56751 372.17172:15938 373.17508:0","",0,0,0,0,0,0,144628,165248,141014,"0","150296.5625","0","13073.4418628141"
"6437",3.291,371.20724,"Unknown","[M+2Na]2+","adduct linked to 5839_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.16","Orbi_P_E2_WS03B","371.20724:67855 372.21059:15931 373.21395:0","",21298,20219,15603,16588,16150,11196,195387,214450,171087,"16842.4295247396","193641.635416667","3611.53809030299","21734.1681185356"
"6451",1.441,372.10324,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.53","Orbi_P_E2_WS03B","372.10324:11363 373.10659:0 374.10995:0","",0,0,0,0,0,0,34757,52468,39566,"0","42263.46484375","0","9158.38594587529"
"6453",1.706,372.18701,"Unknown","[M+ACN+2H]2+","adduct linked to 10800_[M+2Na-H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","18.75","Orbi_P_E2_WS03B","372.18701:73542 373.19036:14748 374.19372:0","",0,0,0,0,0,0,195559,197051,186312,"0","192974.0625","0","5817.23601815064"
"6454",1.623,372.18707,"Unknown","[M+CH3OH+H]+","adduct linked to 6707_[M+2Na-H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","21","Orbi_P_E2_WS03B","372.18707:73588 373.19042:20326 374.19378:0","",0,0,0,0,0,0,193027,197906,190359,"0","193763.958333333","0","3827.31374734149"
"6468",3.305,373.14014,"Unknown","[M+IsoProp+Na+H]+","adduct linked to 9779_[2M+NH4]+; adduct linked to 10019_[2M+K]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2.78","Orbi_P_E2_WS03B","373.14014:34215 374.14349:24696 375.14685:0","",0,0,0,0,0,0,70999,82844,72332,"0","75391.7291666667","0","6488.17039614689"
"6469",1.813,373.14755,"Unknown","[M+H]+","","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2.12","Orbi_P_E2_WS03A","373.14755:26790 374.1509:0 375.15426:0","",0,0,0,0,0,0,58435,65070,69632,"0","64378.90234375","0","5630.17597625286"
"6471",5.423,373.17639,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.42","Orbi_P_E2_WS03B","373.17639:41692 374.17974:12820 375.1831:0","",0,0,0,0,0,0,101268,111344,108455,"0","107022.286458333","0","5188.64095774246"
"6473",2.485,373.18359,"Unknown","[2M+K]+","adduct linked to 1322_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.83","Orbi_P_E2_WS03A","373.18359:51541 374.18694:4601 375.1903:0","",1905,1335,1466,3739,1712,1546,210191,198163,188238,"1950.61781819661","198863.921875","898.237501877896","10993.4871368007"
"6476",3.107,373.22275,"Unknown","[M+H]+","adduct linked to 7835_[M+2K-H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.62","Orbi_P_E2_WS03B","373.22275:79533 374.2261:16863 375.22946:0","",0,0,0,0,1516,0,201956,210877,201226,"252.649251302083","204686.1875","618.861749586303","5374.03996629409"
"6494",2.389,374.14514,"Unknown","[M+2H]+","adduct linked to 7645_[M+ACN+Na]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","55.54","Orbi_P_E2_WS03A","374.14514:343902 375.14849:72729 376.15185:9360","53.27713:2559 92.6063:2885 177.05481:95168",0,0,0,0,0,0,890320,879904,794625,"0","854949.5625","0","52501.8962117754"
