Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45
3034,9.722,242.21214,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,10.5,Orbi_P_E2_EXBLANKA,242.21214:161228 243.21549:26829 244.21885:9550,,472893,59192,57491,2434,0,2233,5559,8046,7081,99040.6059163411,6895.32194010417,185252.905189786,1253.80596370336
3035,7.405,242.21219,Unknown,[M+IsoProp+H]+,adduct linked to 2354_[M+CH3OH+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,29.74,Orbi_P_E2_EXBLANKA,242.21219:347162 243.21554:65034 244.2189:56980,,1116074,15912,2965,3353,1574,0,2815,3743,2390,189979.560709635,2982.51114908854,453727.494378449,692.083090265516
3036,5.966,242.21225,Unknown,[M+H]+,adduct linked to 4024_[M+K]+; adduct linked to 2583_[M+H-H2O]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,12.92,Orbi_P_E2_EXBLANKA,242.21225:311879 243.2156:45110 244.21896:0,,1112604,100701,104899,3128,6721,5574,7842,10101,14501,222271.2265625,10814.8660481771,438792.059353318,3386.68928468581
3037,6.072,242.21228,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.5,Orbi_P_E2_EXBLANKA,242.21228:107190 243.21563:18005 244.21899:18312,,603571,164121,82406,52810,14678,22958,38812,10101,29632,156757.529459635,26181.9641927083,225441.121193234,14662.9827671862
3038,8.75,242.24857,Unknown,[M+NH4]+,adduct linked to 4637_[M+DMSO+H]+,0.556,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,21.9,Orbi_P_E2_EXBLANKA,242.24857:766490 243.25192:140725 244.25528:12843,80.50283:2706 184.88914:6926,3662058,225675,370176,2173,4011,2410,105206,57600,69879,711083.768473307,77561.9036458333,1453603.367279,24715.5853620932
3039,8.951,242.24863,Unknown,[M+NH4]+,adduct linked to 8466_[2M+K]+,0.556,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,16.33,Orbi_P_E2_EXBLANKA,242.24863:379936 243.25198:72996 244.25534:0,74.0611:3089 180.1133:2881 184.88936:11733,1175198,136707,113008,46444,48375,38867,28592,34014,56559,259766.520182292,39721.634765625,450263.216450479,14831.7275608615
3040,0.471,242.9257,Unknown,[M+Li]+,adduct linked to 2889_[M+H]+,1,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,542.09,Orbi_P_E2_WS03A,242.9257:11655486 243.92905:530019 244.93241:1050301,61.53662:4517 90.97734:46772,1561991,1256423,1460053,1108510,1508916,1271964,28031640,25631650,19517056,1361309.45833333,24393448.6666667,175898.957240934,4390261.04914791
3041,11.641,242.92575,Unknown,[M+K]+,found in higher mz's MsMs_3830; adduct linked to 2136_[M+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,263.72,Orbi_P_E2_WS03B,242.92575:1461789 243.9291:663780 244.93246:153421,,2209539,2336104,2253434,1932657,2281232,2196046,2333056,2483992,1953948,2201501.85416667,2256998.75,141098.140444923,273084.87778482
3042,8.21,242.92589,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.45,Orbi_P_E2_WS03B,242.92589:92920 243.92924:93731 244.9326:0,,442476,288289,143428,655069,736545,309756,417222,713828,387172,429260.453125,506073.84375,228666.920328336,180546.453411924
3043,10.053,242.92592,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.8,Orbi_P_E2_WS03C,242.92592:82314 243.92927:109073 244.93263:0,,278304,183187,275466,214669,485291,184487,263911,366881,568794,270233.958333333,399861.90625,113454.194213552,155094.078078615
3044,9.131,242.92595,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.35,Orbi_P_E2_WS03A,242.92595:106192 243.9293:89228 244.93266:0,,318636,250241,382426,602188,319843,550748,338291,526956,506946,404013.731770833,457397.583333333,140918.695818383,103633.326396942
3045,4.806,242.92598,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.43,Orbi_P_E2_WS03A,242.92598:32458 243.92933:0 244.93269:4346,,106289,156954,167915,236150,55743,134911,87326,76840,123094,142993.609375,95753.4739583333,60859.2612761219,24251.2157526779
3046,4.327,242.92603,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.37,Orbi_P_E2_WS03A,242.92603:29329 243.92938:22343 244.93274:0,,134752,54464,68067,190340,180885,75520,148163,80281,71449,117338.211588542,99964.0807291667,59666.1622037258,41974.3236797402
3047,9.694,242.92612,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.36,Orbi_P_E2_EXBLANKA,242.92612:87569 243.92947:86253 244.93283:0,,542378,145783,383972,399589,404938,343946,448029,384774,332624,370100.927083333,388475.791666667,128807.981968402,57791.1064230385
3048,9.543,242.92624,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.86,Orbi_P_E2_EXBLANKA,242.92624:103164 243.92959:98701 244.93295:0,,535488,519765,625695,393073,408383,351810,453451,351894,499908,472368.817708333,435084.416666667,104552.304242443,75697.2949952763
3049,4.925,242.92625,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.59,Orbi_P_E2_WS03A,242.92625:31613 243.9296:25674 244.93296:0,,161200,92288,74522,255325,118985,179961,177938,115804,100404,147046.859375,131382.333333333,66413.3155713608,41047.4007219336
3050,0.726,242.9502,Unknown,[M+H]+,,0.444,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.22,Orbi_P_E2_EXBLANKB,242.9502:48772 243.95355:0 244.95691:50524,,326503,237605,369045,62568,130990,103651,119497,164304,60699,205060.656901042,114833.591145833,125517.131697649,51959.8031797458
3051,0.836,242.98294,Unknown,[M+Na]+,adduct linked to 4527_[M+DMSO+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,11.75,Orbi_P_E2_WS03B,242.98294:173528 243.98629:0 244.98965:0,,0,0,0,0,0,0,490533,1938311,783205,0,1070682.83333333,0,765504.898831025
3052,1.827,243.05338,Unknown,[M+K]+,adduct linked to 7191_[2M+H]+; adduct linked to 827_[M+2ACN+2H]2+; adduct linked to 2142_[M+H]+; adduct linked to 7563_[2M+Na]+; adduct linked to 7804_[2M+K]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,194.05,Orbi_P_E2_WS03A,243.05338:1509091 244.05673:247343 245.06009:104191,192.03284:3641 215.52554:2381,2613,0,4075,2035,4349,4383,3664917,3729238,3258984,2909.34470621745,3551046.16666667,1727.5434904254,254969.831670133
3053,0.889,243.0744,Unknown,[M+Na]+,adduct linked to 2501_[M+H]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.82,Orbi_P_E2_WS03A,243.0744:35648 244.07775:14864 245.08111:8558,,0,0,0,0,0,0,109066,98287,90873,0,99408.6484375,0,9148.20444946274
3054,0.583,243.09792,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,2.84,Orbi_P_E2_WS03C,243.09792:26620 244.10127:106367 245.10463:115265,,0,0,0,0,0,0,19493,19724,51869,0,30362.0325520833,0,18626.0042043036
3055,2.593,243.13454,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.89,Orbi_P_E2_WS03C,243.13454:29745 244.13789:0 245.14125:6110,,8913,6067,19577,13704,15104,1975,90558,100671,97720,10890.0451456706,96316.4322916667,6446.3560079599,5200.28061862738
3056,7.734,243.13579,Unknown,[M+ACN+H]+,adduct linked to 2456_[M+NH4]+,0.556,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.48,Orbi_P_E2_WS03C,243.13579:41621 244.13914:0 245.1425:5942,,88355,145754,138510,140565,136707,136152,149925,153060,168982,131007.078125,157322.317708333,21181.3633380202,10218.2369729343
3057,7.584,243.13608,Unknown,[M+Na]+,adduct linked to 2507_[M+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,23.77,Orbi_P_E2_WS03B,243.13608:135551 244.13943:21021 245.14279:7366,,275704,441211,438526,462913,457720,467643,482783,467930,465453,423952.911458333,472055.364583333,73559.39571786,9372.35589131412
3058,8.317,243.13623,Unknown,[2M+Na]+,adduct linked to 931_[M+K]+,0.889,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.26,Orbi_P_E2_EXBLANKA,243.13623:42181 244.13958:12712 245.14294:13553,,137509,117055,113351,131548,123332,128080,121460,125031,133413,125146.061197917,126634.5625,9058.89620333047,6135.91267297566
3059,5.214,243.15968,Unknown,[M+H]+,adduct linked to 5239_[M+IsoProp+Na+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.36,Orbi_P_E2_WS03A,243.15968:65914 244.16303:7896 245.16639:0,,240280,218627,243187,227303,198562,241316,266708,254983,295280,228212.4609375,272323.828125,17397.9475655697,20727.2369113269
3060,5.957,243.16008,Unknown,[M+2Na-H]+,adduct linked to 2019_[M+H]+; adduct linked to 720_[M+NH4]+,0.444,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.84,Orbi_P_E2_WS03A,243.16008:39291 244.16343:14918 245.16679:0,,124880,142490,125508,143279,60958,150285,148553,147266,141446,124566.831380208,145754.96875,32801.9027321491,3786.82300416111
3061,2.22,243.17114,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,29.93,Orbi_P_E2_EXBLANKA,243.17114:179445 244.17449:25241 245.17785:0,,1366428,9054,16147,0,0,0,2781,2238,2173,231938.151204427,2397.28653971354,555823.054030172,333.853893455725
3062,3.898,243.2077,Unknown,[M+H-H2O]+,adduct linked to 3515_[M+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.62,Orbi_P_E2_EXBLANKA,243.2077:38286 244.21105:0 245.21441:0,,110933,0,1259,0,1106,0,0,0,0,18882.9805297852,0,45098.923010468,0
3063,4.092,243.20773,Unknown,[M+H]+,,0.556,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,10.39,Orbi_P_E2_EXBLANKB,243.20773:13569 244.21108:0 245.21444:0,,38298,34999,33447,29896,28800,26158,30079,29901,36646,31933.0185546875,32208.716796875,4461.57281862873,3843.94150835078
3064,7.54,243.20926,Unknown,[2M+Na]+,found in higher mz's MsMs_3968; adduct linked to 495_[M+NH4]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.3,Orbi_P_E2_EXBLANKA,243.20926:69009 244.21261:0 245.21597:449133,,228890,1856,2213,0,0,0,15621,19193,20961,38826.4569498698,18591.6891276042,93117.0050966581,2720.27598461139
3065,5.534,243.21115,Unknown,[M+NH4]+,adduct linked to 4192_[M+IsoProp+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.14,Orbi_P_E2_EXBLANKA,243.21115:36902 244.2145:10897 245.21786:0,,127444,0,1585,0,0,0,0,0,0,21504.8296508789,0,51903.4021940904,0
3066,7.11,243.21118,Unknown,[M+H]+,found in higher mz's MsMs_3969,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.38,Orbi_P_E2_EXBLANKA,243.21118:51413 244.21453:0 245.21789:129072,,265780,3369,3375,0,0,0,0,0,0,45420.6692301432,0,107966.328948578,0
3067,7.68,243.21147,Unknown,[M+H]+,found in higher mz's MsMs_4006,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.04,Orbi_P_E2_EXBLANKA,243.21147:85632 244.21482:0 245.21818:100016,,285188,7316,1842,0,0,0,6601,15905,7584,49057.7461751302,10029.8260091146,115714.60803182,5111.46907299051
3068,6.943,243.21158,Unknown,[M+NH4]+,found in higher mz's MsMs_3972; found in higher mz's MsMs_4932; adduct linked to 2638_[M+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.34,Orbi_P_E2_EXBLANKA,243.21158:46765 244.21493:14962 245.21829:0,,148205,6612,13567,0,0,0,0,0,0,28064.1665039063,0,59105.0970515558,0
3069,7.814,243.21162,Unknown,[M+H-H2O]+,adduct linked to 3520_[M+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.8,Orbi_P_E2_EXBLANKA,243.21162:59354 244.21497:30087 245.21833:0,,179649,2487,2084,0,0,0,1554,0,1598,30703.4189046224,1050.83479817708,72976.9589903961,910.312792190977
3070,11.779,243.92244,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.17,Orbi_P_E2_WS03B,243.92244:23271 244.92579:0 245.92915:0,,52004,20132,30346,58648,25693,43999,61555,63925,32306,38470.2083333333,52595.4401041667,15403.8273441725,17610.9534347225
3071,11.638,243.94179,Unknown,[M+H]+,adduct linked to 3625_[M+Na]+; adduct linked to 4166_[M+ACN+H]+; adduct linked to 4077_[M+K]+,0.889,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,116.82,Orbi_P_E2_WS03A,243.94179:648200 244.94514:0 245.9485:0,,767926,902183,833715,796418,933001,777734,979281,706202,592205,835162.65625,759229.354166667,68390.2628714396,198911.568889846
3072,9.824,243.94189,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.97,Orbi_P_E2_WS03B,243.94189:110479 244.94524:0 245.9486:0,,290637,565241,284506,261826,443848,366645,270016,619952,413060,368783.736979167,434342.75,117374.893682101,175935.979600524
3073,9.162,243.94199,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.29,Orbi_P_E2_WS03C,243.94199:100079 244.94534:0 245.9487:0,,264494,177998,264081,162041,247975,314026,293893,454362,421497,238435.6015625,389917.177083333,57672.1855365842,84767.7154106316
3074,9.264,243.94206,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.16,Orbi_P_E2_WS03A,243.94206:96729 244.94541:0 245.94877:0,,142599,288118,309229,481244,399822,455731,427469,351754,402038,346123.916666667,393753.71875,125939.062453918,38531.0353144491
3075,0.47,243.94217,Unknown,[M+H]+,adduct linked to 3627_[M+Na]+; adduct linked to 8802_[2M+Na]+; adduct linked to 9003_[2M+K]+,0.667,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,40.88,Orbi_P_E2_EXBLANKC,243.94217:188206 244.94552:0 245.94888:0,,597381,538065,619141,483493,552961,537479,121650,72415,61224,554753.125,85096.3763020833,48209.891747425,32147.5362880513
3076,6.034,243.9422,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7,Orbi_P_E2_WS03A,243.9422:49828 244.94555:0 245.94891:0,,278129,116302,279768,247669,265733,90267,328986,86372,241552,212977.97265625,218969.963541667,86135.3053592789,122873.469335415
3077,10.119,243.94225,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,17.52,Orbi_P_E2_EXBLANKC,243.94225:106206 244.9456:0 245.94896:0,,397385,387114,454517,385987,488215,443867,378276,428265,589081,426180.817708333,465207.395833333,42272.8158137867,110150.968565986
3078,2.799,244.08678,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.84,Orbi_P_E2_EXBLANKA,244.08678:69959 245.09013:0 246.09349:0,,177159,7435,23642,1157,2066,1519,1752,1412,0,35496.3673706055,1054.70678710938,69925.0794597725,929.124697660013
3079,0.555,244.093,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,25.19,Orbi_P_E2_WS03A,244.093:174559 245.09635:0 246.09971:0,,0,1647,2016,0,3389,0,522255,629291,513753,1175.1626180013,555099.541666667,1412.15562425329,64392.1566407661
3080,3.538,244.15511,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,13.76,Orbi_P_E2_EXBLANKA,244.15511:181753 245.15846:38609 246.16182:71029,,623379,208599,109045,129397,93323,48432,146503,195545,58634,202029.185546875,133560.83984375,213030.350060441,69366.7061223477
3081,3.917,244.15512,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,2.03,Orbi_P_E2_Wasteblank4,244.15512:30723 245.15847:0 246.16183:33913,,176326,180787,185562,145405,107750,152860,170696,180809,234772,158114.975260417,195425.729166667,29410.3830316691,34447.824028435
3082,2.409,244.15517,Unknown,[M+H]+,,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,11.81,Orbi_P_E2_EXBLANKA,244.15517:495092 245.15852:65238 246.16188:57318,60.87224:2519 121.10177:28035 149.09648:4607 209.11801:3121 227.12825:27871,1643327,207338,223005,250983,39385,225380,78582,339759,284762,431569.775390625,234367.838541667,598509.681981636,137687.943453076
3083,2.89,244.15517,Unknown,[M+ACN+Na]+,adduct linked to 1628_[M+H]+,0.222,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,12.72,Orbi_P_E2_EXBLANKA,244.15517:458618 245.15852:65477 246.16188:105386,92.36889:2385 97.0656:12449 107.04992:50451 121.10154:6150 135.1172:8426 153.12775:9808,1289463,195099,163746,48183,50798,29021,36527,44449,32476,296051.682942708,37817.380859375,491417.503495728,6090.15466130089
3084,3.299,244.15518,Unknown,[2M+NH4]+,adduct linked to 4090_[2M+3H2O+2H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.97,Orbi_P_E2_EXBLANKA,244.15518:135066 245.15853:22282 246.16189:39019,,429543,102722,104334,36286,19402,48957,52513,35066,47487,123540.636067708,45022.1705729167,153922.550695055,8980.91074729257
3085,2.355,244.15523,Unknown,[M+H]+,adduct linked to 4085_[M+K]+,0.667,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.91,Orbi_P_E2_EXBLANKA,244.15523:395396 245.15858:79376 246.16194:47769,107.96738:3566 121.10198:27339 232.30685:2655,1047460,220420,181748,250983,245470,225380,214004,339759,284762,361910.2890625,279508.21875,336737.29036569,63041.9918043146
