cluster,cluster.size,strength,id,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,Post.curation.result,Fill..,S.N.average,Spectrum.reference.file.name,MS1.isotopic.spectrum,MS.MS.spectrum,Metabolite.name,Blank.1,Blank.2,Blank.3,Blank.4,Blank.5,Blank.6,QC.1,QC.2,QC.3,avg_Blank,avg_QC,sd_Blank,sd_QC,ratio_Blank,rsd_QC,rsd_min,rmd,identified_by_MSDial
147,1,0,pos_4270,pos,4270,6.096,289.18039,[M+DMSO+H]+,adduct linked to 2799_[M+Na]+,0.333,24.3,Orbi_P_E2_WS03A,289.18039:250045 290.18374:52706 291.1871:12476,57.03448:9767 79.05521:3412 135.08081:4424 271.16928:5845,Unknown,4.592217e-7,7.773658e-7,4.694903e-7,1.868095e-6,7.058148e-7,7.168194e-7,6.191862e-5,6.429474e-5,5.589394e-5,8.32801238933219e-7,6.07024327716014e-5,5.24602835414623e-7,4.33043873629956e-6,0.0068836622797784,7.1338800416669335,7.1338800416669335,623.797485023063,FALSE
148,1,0,pos_4300,pos,4300,1.057,291.08447,[M+K]+,adduct linked to 2413_[M+H-2H2O]+,0.333,125.7,Orbi_P_E2_WS03A,291.08447:377799 292.08782:43785 293.09118:25173,65.2928:2267 117.65118:2511,Unknown,0,0,0,0,0,0,9.355427e-5,9.137584e-5,9.087786e-5,0,9.19359905916887e-5,0,1.42341777136583e-6,0,1.5482704457796002,1.5482704457796002,290.19067901496174,FALSE
149,1,0,pos_4305,pos,4305,0.81,291.10544,[M+DMSO+H]+,adduct linked to 2317_[M+H]+,0.333,356.11,Orbi_P_E2_WS03A,291.10544:978966 292.10879:166508 293.11215:28258,166.90045:2779,Unknown,0,0,0,0,0,0,2.424212e-4,2.538497e-4,2.583577e-4,0,2.51542854433258e-4,0,8.21486692976182e-6,0,3.26579220398466,3.26579220398466,362.2055293779029,FALSE
150,1,0,pos_4310,pos,4310,5.753,291.19592,[M+H-H2O]+,adduct linked to 5797_[M+K]+,0.333,112.67,Orbi_P_E2_WS03A,291.19598:735878 292.19933:146092 293.20269:11744,56.20477:2569 85.06551:8975 105.0703:5625 121.1012:4431 171.11717:4501,Unknown,3.052325e-6,1.929688e-6,1.878956e-6,2.360661e-6,1.110111e-6,2.096318e-6,1.822253e-4,1.963298e-4,1.891144e-4,2.07134333625921e-6,1.89223161820943e-4,6.36819972774568e-7,7.05284389639302e-6,0.00663350010544195,3.72726247068366,3.72726247068366,672.8116245584793,FALSE
151,3,0.00557591248945079,pos_4313,pos,4313,5.667,291.19604,[M+H-H2O]+,adduct linked to 4803_[M+H]+; adduct linked to 5371_[M+Na]+; adduct linked to 5794_[M+K]+; found in higher mz's MsMs_4803,0.333,166.18,Orbi_P_E2_WS03A,291.19604:1083544 292.19939:254613 293.20275:17629,57.03446:13668 67.0551:7866 93.07062:5047 97.10161:7459 107.08595:10874 125.09611:6046 131.08632:12037 175.11179:4020 217.15871:12995,Unknown,3.453045e-6,3.286073e-6,2.286248e-6,3.25108e-6,1.61321e-6,2.169924e-6,2.68318e-4,2.882255e-4,2.647717e-4,2.67659667467039e-6,2.73771748955672e-4,7.54220705385698e-7,1.26423049373709e-5,0.00575372832572112,4.617826706223763,4.617826706223763,673.2234408132138,FALSE
151,3,0.00361841129634572,pos_4803,pos,4803,5.671,309.2067,[M+H]+,adduct linked to 4313_[M+H-H2O]+,0.333,64.51,Orbi_P_E2_WS03A,309.2067:634930 310.21005:145853 311.21341:7146,79.05499:5575 93.07044:6528 119.08606:6573 266.17087:2856 273.18481:10828,Unknown,3.501326e-6,4.687069e-6,4.593768e-6,4.723556e-6,7.492077e-6,6.031858e-6,1.572277e-4,1.613107e-4,1.531758e-4,5.17160916994423e-6,1.57238071551546e-4,1.39168076595076e-6,4.06748117838584e-6,0.01712768643485496,2.586829727845163,2.586829727845163,668.4848678893829,FALSE
152,1,0,pos_4371,pos,4371,4.712,293.21155,[M+Li]+,adduct linked to 5285_[M+ACN+H]+,0.333,17.66,Orbi_P_E2_WS03B,293.21155:250633 294.2149:52436 295.21826:0,65.23204:2569 67.30717:2515 95.08604:4745 101.06014:3082 119.08579:4129 135.11713:3948 239.18077:3777,Unknown,1.881747e-6,1.800272e-6,2.562412e-6,2.524305e-6,2.320128e-6,2.086314e-6,5.490901e-5,6.183276e-5,5.850728e-5,2.19586290010435e-6,5.84163487170978e-5,3.23986456678518e-7,3.46277248869478e-6,0.02040205802509118,5.92774551087488,5.92774551087488,721.492724280433,FALSE
153,1,0,pos_4372,pos,4372,7.487,293.21161,[M+H]+,adduct linked to 4947_[M+Na]+; adduct linked to 5369_[M+K]+,0.333,30.93,Orbi_P_E2_WS03A,293.21161:432336 294.21496:83046 295.21832:19191,96.86326:2939 119.08588:7080 145.10153:2879,Unknown,8.453111e-7,5.710993e-6,4.792258e-6,6.643418e-6,5.816973e-6,6.771204e-6,1.070595e-4,1.080552e-4,9.241232e-5,5.09669286922569e-6,1.0250898534044e-4,2.20270019603642e-6,8.75813459426275e-6,0.02325461634685314,8.54377259239893,8.54377259239893,721.6972070103478,FALSE
154,1,0,pos_4373,pos,4373,5.039,293.21164,[M+H-2H2O]+,adduct linked to 6474_[M+2Na-H]+,0.333,34.94,Orbi_P_E2_WS03A,293.21161:442743 294.21496:108821 295.21832:17697,81.07069:5978 95.08605:4341 121.10162:5463 149.09618:2931,Unknown,1.922485e-6,2.040609e-6,6.321478e-7,1.307219e-6,6.212819e-7,1.883034e-6,1.096364e-4,1.225087e-4,1.084567e-4,1.40112942403903e-6,1.13533950449588e-4,6.5135119336397e-7,7.79475320575397e-6,0.00732601154805039,6.865570320496371,6.865570320496371,721.799448343826,FALSE
155,1,0,pos_4374,pos,4374,7.555,293.21164,[M+H]+,adduct linked to 4948_[M+Na]+,0.333,20.69,Orbi_P_E2_WS03A,293.21152:287764 294.21487:76068 295.21823:14286,61.16313:3859 107.08606:12963 125.09621:3728 147.11705:6078,Unknown,2.305384e-6,5.827536e-6,5.270817e-6,5.815973e-6,5.110081e-6,5.351529e-6,7.125899e-5,7.428108e-5,6.237387e-5,4.94688659576544e-6,6.93046483017194e-5,1.32692816599549e-6,6.18950563628767e-6,0.03585451985258937,8.930866526212663,8.930866526212663,721.799448343826,FALSE
156,1,0,pos_4385,pos,4385,0.922,294.15509,[M+H]+,adduct linked to 3889_[M+H-H2O]+,0.333,181.57,Orbi_P_E2_WS03A,294.15512:669721 295.15847:103440 296.16183:15944,60.82911:5333 127.03926:8915 210.11185:7128 212.12859:9292 230.13927:43045,Unknown,0,0,0,0,0,0,1.658431e-4,1.833739e-4,1.74538e-4,0,1.74584987689741e-4,0,8.76549897789613e-6,0,5.0207632935046504,5.0207632935046504,527.2388793271361,FALSE
157,1,0,pos_4421,pos,4421,2.128,295.12933,[M+H]+,NA,0.333,14.06,Orbi_P_E2_WS03A,295.12933:250896 296.13268:39787 297.13604:12207,67.12453:2702 84.04512:10009 120.08122:58024 138.20213:2955,Unknown,0,0,0,0,6.02619e-7,0,6.212932e-5,5.935608e-5,6.293366e-5,1.00436494676615e-7,6.1473022166562e-5,2.46018163511465e-7,1.87691908292307e-6,7.077630547245017e-4,3.0532402943156627,3.0532402943156627,438.2146633815817,FALSE
158,1,0,pos_4436,pos,4436,8.125,295.22714,[M+H]+,NA,0.333,49.39,Orbi_P_E2_WS03A,295.22714:256944 296.23049:67838 297.23385:28093,79.05499:4394 81.07066:4843 97.10153:2578 131.08588:2508 133.10144:3042,Unknown,7.015698e-6,1.404388e-5,1.415087e-5,1.482554e-5,1.557844e-5,1.527855e-5,6.362692e-5,6.30498e-5,5.823194e-5,1.34821622547558e-5,6.16362194705289e-5,3.225024208687e-6,2.96227679555127e-6,0.11089028203994589,4.8060650393518545,4.8060650393518545,769.3737100187329,FALSE
159,1,0,pos_4440,pos,4440,7.933,295.22736,[M+H]+,adduct linked to 3943_[M+H-H2O]+,0.333,19.99,Orbi_P_E2_WS03A,295.22742:380231 296.23077:88154 297.23413:36822,79.05512:3413 81.07063:8271 93.07055:9479 115.24951:2342 151.11176:3881,Unknown,7.655114e-6,1.072729e-5,1.023536e-5,1.2047e-5,1.045176e-5,1.145517e-5,9.415649e-5,9.539635e-5,8.31924e-5,1.04286168607359e-5,9.0915081576289e-5,1.51607364214354e-6,6.71670419854057e-6,0.06062116869187663,7.387887776248019,7.387887776248019,770.1183250765648,FALSE
160,1,0,pos_4444,pos,4444,0.519,296.0661,[M+IsoProp+Na+H]+,adduct linked to 2441_[M-C6H10O5+H]+,0.333,4359.19,Orbi_P_E2_WS03A,296.06628:8115716 297.06963:1057391 298.07299:943043,81.20631:5131 104.10754:1145485 236.99263:323628,Unknown,0,0,0,0,0,0,0.002009695,0.002197233,0.002483402,0,0.00223010964691639,0,2.38558700167372e-4,0,10.697173589524224,10.697173589524224,223.26095422611985,FALSE
161,9,0,pos_5539,pos,5539,7.029,337.10495,[M+Na]+,adduct linked to 10336_[2M+Na]+,1,249.5,Orbi_P_E2_EXBLANKA,337.10541:1188666 338.10876:264291 339.11212:37290,147.4995:3219 337.06421:3884,Unknown,2.773747e-4,3.937055e-4,3.348631e-4,3.48737e-4,3.546865e-4,3.772125e-4,0.001124823,0.001714826,0.00163437,3.47763217481164e-4,0.0014913397996376,4.03677812264159e-5,3.19951525870775e-4,0.12526145775115902,21.45396548449415,21.45396548449415,311.32737742348166,FALSE
161,9,0,pos_933,pos,933,7.029,149.06,[M+ACN+Na]+,adduct linked to 296_[M+CH3OH+H]+,1,52.64,Orbi_P_E2_EXBLANKA,149.0602:955920 150.06355:99549 151.06691:35974,88.16123:2304 105.03418:68036,Unknown,2.230636e-4,2.949305e-4,2.58856e-4,2.553071e-4,2.592768e-4,2.801484e-4,8.549628e-4,0.001476235,0.00135984,2.6193039714902e-4,0.00123034578670437,2.44617837368595e-5,3.30259390756321e-4,0.11565811507139875,26.84281072241981,26.84281072241981,402.5224741714898,FALSE
162,2,0,pos_8696,pos,8696,5.262,502.31677,[2M+3H2O+2H]+,adduct linked to 597_[M+ACN+2H]2+,0.333,183.46,Orbi_P_E2_WS03A,502.31689:1492010 503.32024:635394 504.3236:114696,59.68648:15032 95.04411:5254 171.08011:5269 239.10739:3481 253.15828:8441 263.14297:7739 341.21146:7019,Unknown,0,0,0,0,0,0,3.694665e-4,3.850236e-4,3.284501e-4,0,3.60980067246904e-4,0,2.92258967897401e-5,0,8.096263323523097,8.096263323523097,630.61800624339,FALSE
162,2,0,pos_4537,pos,4537,5.262,299.16425,[M+CH3OH+H]+,found in higher mz's MsMs_8696; adduct linked to 9358_[2M+Na]+,0.333,26.57,Orbi_P_E2_WS03A,299.16425:288246 300.1676:62587 301.17096:0,197.13261:2582 235.14731:3931,Unknown,2.506514e-6,6.422508e-6,6.636629e-6,2.532269e-6,3.250612e-6,6.345447e-6,7.13784e-5,6.980125e-5,6.328546e-5,4.6156629878169e-6,6.81550372974016e-5,2.0490754866794e-6,4.29027499853836e-6,0.03506205236861236,6.294875872222471,6.294875872222471,549.029504695101,FALSE
163,1,0,pos_458,pos,458,0.554,127.0393,[M+H]+,adduct linked to 2244_[M+IsoProp+Na+H]+,0.333,1462.59,Orbi_P_E2_WS03A,127.03931:8589986 128.04266:658065 129.04602:140361,60.0001:22810 99.04472:41831,Unknown,2.092418e-6,3.664755e-6,7.612337e-6,4.614332e-6,5.283914e-6,2.924522e-6,0.002127138,0.002131104,0.00216636,4.36537948189653e-6,0.00214153372993072,1.9586585566815e-6,2.15911437089266e-5,0.00104113386813971,1.0082093691620295,1.0082093691620295,309.3530899493088,FALSE
164,2,0.0065789296297195,pos_4585,pos,4585,3.986,301.11877,[M+H]+,adduct linked to 5425_[M+CH3OH+H]+; adduct linked to 6168_[M+IsoProp+H]+; adduct linked to 6692_[M+2ACN+H]+,0.333,59.25,Orbi_P_E2_WS03A,301.11893:441420 302.12228:80046 303.12564:9505,210.09109:2613 227.11861:14909 241.09735:41811,Unknown,0,0,4.563423e-7,0,0,5.523484e-7,1.093088e-4,1.121552e-4,1.010286e-4,1.68115112349672e-7,1.07497503146684e-4,2.62206362294324e-7,5.78020531290442e-6,7.208939682292586e-4,5.377060065308804,5.377060065308804,394.4290819200132,FALSE
164,2,0.0065789296297195,pos_5425,pos,5425,3.984,333.14511,[M+CH3OH+H]+,adduct linked to 4585_[M+H]+,0.333,42.4,Orbi_P_E2_WS03A,333.14529:474717 334.14864:110550 335.152:20042,173.77364:2695 255.11299:82992,Unknown,0,0,0,0,0,0,1.175541e-4,1.198581e-4,1.108778e-4,0,1.16096651860668e-4,0,4.66420959981178e-6,0,4.017522921685524,4.017522921685524,435.57595667542085,FALSE
165,1,0,pos_4621,pos,4621,2.958,303.04974,[M+H]+,adduct linked to 5472_[M+CH3OH+H]+; adduct linked to 10389_[2M+3H2O+2H]+; found in higher mz's MsMs_4632,0.333,132.48,Orbi_P_E2_WS03A,303.04974:892070 304.05309:211317 305.05645:22203,96.86567:2865 229.04884:3148 257.04529:4601,Unknown,0,0,0,0,0,0,2.209034e-4,2.186605e-4,2.193923e-4,0,2.19652041171988e-4,0,1.14381433034217e-6,0,0.5207392220164078,0.5207392220164078,164.13147227905785,FALSE
166,2,3.559093078372847e-4,pos_4622,pos,4622,2.168,303.05008,[2M+Na]+,adduct linked to 886_[M+Li]+,0.333,85,Orbi_P_E2_WS03A,303.05017:534061 304.05352:135279 305.05688:14593,100.3:2722 229.05026:3824,Unknown,0,0,0,0,0,0,1.322495e-4,1.380743e-4,1.515705e-4,0,1.40631435594211e-4,0,9.91105565622592e-6,0,7.047539274806281,7.047539274806281,165.25321491411557,FALSE
166,2,3.559093078372847e-4,pos_886,pos,886,2.164,147.04425,[M+Li]+,adduct linked to 4622_[2M+Na]+,0.333,20.76,Orbi_P_E2_WS03A,147.04424:310392 148.04759:29346 149.05095:9912,61.57405:2490 119.04971:16015,Unknown,2.302124e-7,4.067983e-7,5.166999e-7,5.591777e-7,5.145342e-7,5.709236e-7,7.686239e-5,8.155731e-5,8.406879e-5,4.66391017065841e-7,8.08294959521542e-5,1.29396145410687e-7,3.65791700545965e-6,0.00290532588697303,4.525472987762906,4.525472987762906,300.9298221454101,FALSE
167,1,0,pos_4686,pos,4686,0.816,305.12076,[M+2ACN+H]+,adduct linked to 3501_[M+K]+,0.333,142.3,Orbi_P_E2_WS03A,305.12097:790375 306.12432:111414 307.12768:19381,273.88043:2502 305.09143:3096,Unknown,0,0,0,0,0,0,1.957205e-4,2.008581e-4,2.210191e-4,0,2.05865881677407e-4,0,1.33720870298e-5,0,6.495533364170628,6.495533364170628,395.7777242034216,FALSE
168,1,0,pos_4747,pos,4747,6.094,307.19101,[M+H]+,adduct linked to 3773_[M+H-2H2O]+,0.444,37.25,Orbi_P_E2_WS03A,307.19104:474967 308.19439:103343 309.19775:18522,57.03448:9462 83.08636:3520 97.10187:9778 147.08046:2784,Unknown,2.581394e-6,5.235266e-6,4.973979e-6,5.713559e-6,6.98124e-6,5.514185e-6,1.176161e-4,1.236026e-4,1.17696e-4,5.16660395533108e-6,1.1963822908001e-4,1.4448532794602e-6,3.43344050786878e-6,0.02175310355446802,2.869852332545487,2.869852332545487,621.7955401754942,FALSE
169,1,0,pos_4794,pos,4794,0.542,309.12939,[M+H]+,adduct linked to 6844_[M+2ACN+H]+,0.333,727.13,Orbi_P_E2_WS03A,309.12939:7062496 310.13274:889706 311.1361:222543,79.50758:3672 81.0342:44466 97.02902:114454 101.07151:14060 111.04442:21785 127.03959:17268 142.05014:48352 147.07649:45988 162.07642:6749 172.0607:12340 191.08189:5887 208.06065:290157 220.06059:22978 237.08717:48670 273.10828:233517,Unknown,0,0,0,0,0,0,0.001748886,0.001733078,0.001734319,0,0.00173876100840668,0,8.79010235042607e-6,0,0.5055382716731676,0.5055382716731676,418.5625960702112,FALSE
170,1,0,pos_4912,pos,4912,1.012,314.09225,[M+H]+,adduct linked to 5499_[M+Na]+,0.333,58.31,Orbi_P_E2_WS03A,314.09225:425078 315.0956:56641 316.09896:13852,63.75498:2464 97.02911:56885 296.0809:5957,Unknown,0,0,0,0,0,0,1.05262e-4,1.094185e-4,1.033142e-4,0,1.05998248424536e-4,0,3.11805104512515e-6,0,2.941606197714676,2.941606197714676,293.7035218155769,FALSE
171,2,0,pos_5945,pos,5945,4.035,352.09521,[M+H]+,NA,0.333,111.4,Orbi_P_E2_WS03A,352.09521:315880 353.09856:81657 354.10192:26526,215.86481:2606,Unknown,0,0,0,0,0,0,7.822132e-5,7.041988e-5,7.421867e-5,0,7.42866274473878e-5,0,3.90116480085314e-6,0,5.251503446722052,5.251503446722052,270.40981330023965,FALSE
171,2,0,pos_4915,pos,4915,4.035,314.13922,[M+CH3OH+H]+,adduct linked to 3128_[M+H-2H2O]+; similar chromatogram in higher mz_5945,0.333,102.66,Orbi_P_E2_WS03A,314.13922:1111855 315.14257:270844 316.14593:35928,94.57394:2285 121.06524:49904,Unknown,2.173294e-7,6.937305e-7,0,6.622623e-7,0,0,2.753287e-4,2.56782e-4,2.580213e-4,2.6222037045424e-7,2.6337734501188e-4,3.33025020697921e-7,1.03686824528695e-5,5.387200239846321e-4,3.9368163774305662,3.9368163774305662,443.1793012028965,FALSE
172,1,0,pos_4991,pos,4991,7.228,317.20956,[M+CH3OH+H]+,adduct linked to 4612_[M+NH4]+,0.333,13.45,Orbi_P_E2_WS03B,317.20956:193876 318.21291:42017 319.21627:23650,113.34618:2373 157.00912:2639,Unknown,1.354759e-6,1.849818e-6,8.361559e-7,8.866591e-7,2.082476e-6,1.103936e-6,4.641991e-5,4.783048e-5,4.320005e-5,1.35230072828563e-6,4.58168154485369e-5,5.14897695757448e-7,2.3733972579258e-6,0.01643680997251579,5.180188179145024,5.180188179145024,660.6358269908714,FALSE
173,1,0,pos_5049,pos,5049,1.679,320.17093,[M+ACN+H]+,adduct linked to 4588_[M+Na]+,0.333,45.64,Orbi_P_E2_WS03A,320.17093:262228 321.17428:45793 322.17764:10751,60.80635:5557 98.06076:12449,Unknown,0,0,0,0,0,0,6.493543e-5,6.435578e-5,6.004654e-5,0,6.31125816047036e-5,0,2.67104095106749e-6,0,4.232184586897686,4.232184586897686,533.8710794262255,FALSE
174,1,0,pos_5132,pos,5132,8.047,322.27472,[M+Na]+,adduct linked to 6590_[M+DMSO+H]+,0.333,72.14,Orbi_P_E2_WS03A,322.2746:426716 323.27795:107343 324.28131:0,81.07063:5597,Unknown,2.646179e-5,2.592307e-6,1.214724e-6,0,0,0,1.056678e-4,1.119419e-4,1.071825e-4,5.04480357221837e-6,1.08264054385169e-4,1.05425015190957e-5,3.27388490845392e-6,0.04652508932740096,3.02398143783391,3.02398143783391,852.4404272230911,FALSE
175,1,0,pos_5152,pos,5152,9.209,323.19653,[M+2Na-H]+,adduct linked to 5073_[M+ACN+H]+,0.333,21.21,Orbi_P_E2_WS03A,323.19653:236841 324.19988:66763 325.20324:21853,272.67664:2848,Unknown,9.874292e-7,2.498265e-6,2.304214e-6,1.831819e-6,2.752596e-6,3.259842e-6,5.864899e-5,5.245854e-5,3.655556e-5,2.27236085947879e-6,4.92210286514213e-5,7.87771314497047e-7,1.1396975850615e-5,0.02293211428306401,23.15468847944506,23.15468847944506,608.0820236529014,FALSE
176,1,0,pos_5185,pos,5185,8.621,324.29034,[M+H]+,adduct linked to 5786_[M+Na]+,0.333,45.74,Orbi_P_E2_WS03A,324.29028:326941 325.29363:80094 326.29699:9021,60.95279:3238 123.11749:3368,Unknown,8.266309e-5,7.730181e-6,9.310099e-6,1.590047e-6,1.270493e-6,1.799682e-6,8.096039e-5,8.742783e-5,7.975837e-5,1.73939314436211e-5,8.27155308797956e-5,3.2161180156358e-5,4.12499229616838e-6,0.1994536213919961,4.986962245533947,4.986962245533947,895.3088149342182,FALSE
177,1,0,pos_5274,pos,5274,1.432,328.13956,[M+ACN+H]+,adduct linked to 5865_[M+ACN+Na]+,0.333,63.83,Orbi_P_E2_WS03A,328.13959:496098 329.14294:71236 330.1463:7857,120.08103:15179 132.08125:7744 246.11346:5921,Unknown,0,0,0,0,0,0,1.228488e-4,1.263633e-4,1.302303e-4,0,1.26480794278905e-4,0,3.69213253782545e-6,0,2.9191250409796323,2.9191250409796323,425.3068420034976,FALSE
178,1,0,pos_5393,pos,5393,1.741,332.13455,[M+H]+,adduct linked to 7268_[M+2ACN+H]+; similar chromatogram in higher mz_5537; similar chromatogram in higher mz_5974,0.333,48.93,Orbi_P_E2_WS03A,332.13461:299288 333.13796:51787 334.14132:0,54.79658:2598 127.03917:5491,Unknown,0,0,0,0,0,0,7.41128e-5,7.912076e-5,8.01349e-5,0,7.77894868709457e-5,0,3.22423097966266e-6,0,4.144815847688677,4.144815847688677,405.1069062221626,FALSE
179,2,0.00943159665768804,pos_5446,pos,5446,2.624,334.18729,[M+NH4]+,adduct linked to 5589_[M+Na]+; similar chromatogram in higher mz_5538,0.222,8.49,Orbi_P_E2_WS03A,334.1875:50032 335.19085:11507 336.19421:25960,137.09654:6237,Unknown,6.312703e-7,0,9.425369e-7,8.022513e-7,5.263792e-7,8.389803e-7,1.238931e-5,1.310379e-5,1.183536e-5,6.23569680631893e-7,1.24428209649826e-5,3.40121567791019e-7,6.35903407942141e-7,0.02781313861919232,5.110604819692752,5.110604819692752,560.4342403327745,FALSE
179,2,0.00943159665768804,pos_5589,pos,5589,2.625,339.14203,[M+Na]+,adduct linked to 5446_[M+NH4]+,0.333,11.86,Orbi_P_E2_WS03A,339.14209:312302 340.14544:63544 341.1488:5187,96.86404:2497,Unknown,4.324107e-7,1.197382e-6,1.15474e-6,1.690941e-6,2.25509e-6,1.659249e-6,7.733546e-5,7.963632e-5,7.228016e-5,1.39830216501953e-6,7.64173164498061e-5,6.19750631447357e-7,3.76304638699006e-6,0.0087788118996106,4.924337259947851,4.924337259947851,418.79209132520975,FALSE
180,1,0,pos_5473,pos,5473,2.299,335.12415,[M+2K-H]+,adduct linked to 3898_[M+NH4]+,0.333,28.46,Orbi_P_E2_WS03A,335.12415:352380 336.1275:67487 337.13086:0,217.09879:3652 229.09673:14228 259.10846:11449,Unknown,0,0,0,0,0,0,8.72599e-5,8.578941e-5,8.729546e-5,0,8.67815906531177e-5,0,8.59435781404777e-7,0,0.9903434299102708,0.9903434299102708,370.45972365759377,FALSE
181,1,0,pos_5478,pos,5478,3.358,335.16089,[M+Na]+,adduct linked to 10544_[2M+ACN+Na]+,0.333,13.27,Orbi_P_E2_WS03A,335.16092:168385 336.16427:39282 337.16763:7502,84.99406:2925 164.07074:42457,Unknown,0,0,0,0,0,0,4.169709e-5,4.902391e-5,4.438077e-5,0,4.50339199839315e-5,0,3.70682227498358e-6,0,8.231178356905655,8.231178356905655,480.0381094584003,FALSE
182,1,0,pos_5479,pos,5479,3.628,335.16122,[M+H]+,similar chromatogram in higher mz_8151,0.333,13.71,Orbi_P_E2_WS03A,335.16122:190792 336.16457:45565 337.16793:15258,124.43585:2440 164.07085:57259,Unknown,0,0,0,0,0,0,4.724589e-5,4.693244e-5,4.40858e-5,0,4.60880425331804e-5,0,1.74106246900397e-6,0,3.777688036437038,3.777688036437038,481.02223759662394,FALSE
183,2,0,pos_6267,pos,6267,0.548,365.10577,[M+H+Na]2+,adduct linked to 6185_[M+NH4]2+,0.444,2723.39,Orbi_P_E2_WS03A,365.10562:51859528 366.10897:8959683 367.11233:1871267,122.19042:26174,Unknown,1.822103e-5,2.983605e-5,5.862761e-5,3.306244e-5,4.572644e-5,3.637061e-5,0.01284197,0.01305924,0.01281392,3.69740303843476e-5,0.0129050466542443,1.38836081793052e-5,1.34272938350538e-4,0.00145972011815332,1.040468445779523,1.040468445779523,289.6968733197692,FALSE
183,2,0,pos_5500,pos,5500,0.565,336.09601,[M+ACN+Na]+,adduct linked to 3815_[M+H]+,0.333,107.44,Orbi_P_E2_WS03A,336.09604:1526540 337.09939:79047 338.10275:0,57.03439:14658 75.04484:24290 127.03928:12070,Unknown,0,0,0,0,0,0,3.78017e-4,3.870394e-4,3.807681e-4,0,3.81941528758034e-4,0,4.62425800830584e-6,0,1.210724066414726,1.210724066414726,285.6624212824734,FALSE
184,1,0,pos_5502,pos,5502,4.035,336.12119,[M+NH4]+,adduct linked to 5028_[M+H]+,0.333,48.77,Orbi_P_E2_WS03A,336.12119:733892 337.12454:183205 338.1279:23493,123.86443:2279 158.97141:3093 336.12357:23478,Unknown,0,0,5.39489e-7,4.818721e-7,4.91154e-7,0,1.817337e-4,1.659083e-4,1.694625e-4,2.52085849676102e-7,1.72368139222575e-4,2.76838472197655e-7,8.30321674513243e-6,6.682209674591269e-4,4.817141255096266,4.817141255096266,360.5544773895772,FALSE
185,1,0,pos_5553,pos,5553,2.267,338.16156,[M+CH3OH+H]+,adduct linked to 5276_[M+Na]+,1,80.49,Orbi_P_E2_EXBLANKA,338.16202:423223 339.16537:98993 340.16873:0,54.91785:2677 96.86471:4523 195.78825:2475 296.1514:193065,Unknown,9.875886e-5,2.028994e-4,1.877071e-4,2.184677e-4,2.23245e-4,2.356044e-4,1.254186e-4,1.21395e-4,1.248316e-4,1.94447089597816e-4,1.23881705803797e-4,4.97460348868392e-5,2.17346907542699e-6,0.79230991967936,1.754471381649616,1.754471381649616,477.7598021490337,FALSE
186,1,0,pos_5581,pos,5581,3.689,339.10794,[M+H+K]+,adduct linked to 10246_[2M+ACN+H]+,0.333,4.96,Orbi_P_E2_WS03A,339.10794:210904 340.11129:39711 341.11465:6744,127.03911:2828 170.94676:2384 337.26736:2571,Unknown,0,0,0,0,0,0,5.222608e-5,4.847419e-5,5.074468e-5,0,5.04816477283991e-5,0,1.8897250494009e-6,0,3.7433901911601257,3.7433901911601257,318.3057288484164,FALSE
187,1,0,pos_5584,pos,5584,1.976,339.10803,[M+H]+,NA,0.333,6.2,Orbi_P_E2_WS03B,339.10803:185769 340.11138:42693 341.11474:4678,106.8709:2447 145.02893:9751,Unknown,0,0,0,0,0,0,3.94955e-5,4.583029e-5,4.685434e-5,0,4.40600439712095e-5,0,3.98603242527129e-6,0,9.046818990639034,9.046818990639034,318.5710465186719,FALSE
188,1,0,pos_5586,pos,5586,2.543,339.10815,[M+H]+,NA,0.111,25.19,Orbi_P_E2_WS03A,339.10815:123846 340.1115:25094 341.11486:0,96.86404:2497,Unknown,0,0,0,0,0,0,3.066811e-5,3.123081e-5,3.237291e-5,0,3.14239417396796e-5,0,8.68656970194011e-7,0,2.76431574813271,2.76431574813271,318.92480319338614,FALSE
189,1,0,pos_5591,pos,5591,5.47,339.15759,[M+Na]+,adduct linked to 6024_[M+K]+,1,25.62,Orbi_P_E2_EXBLANKB,339.1582:212783 340.16155:49460 341.16491:10456,61.58313:2623 86.89253:3037 91.38057:2805 126.10075:2342 135.00305:2497 157.69731:2863 339.15775:27722,Unknown,4.414786e-5,1.091559e-4,1.110381e-4,1.298324e-4,1.249716e-4,1.309518e-4,6.586474e-5,6.895704e-5,6.865892e-5,1.08349612370754e-4,6.78268988849595e-5,3.27975751244815e-5,1.70580415368068e-6,0.7897877502391472,2.5149375568148513,2.5149375568148513,464.6512554828197,FALSE
